,aliases,align,alive,appearances,birth,character_id,character_name,count_of_issue_appearances,deck,eye,first_appeared_in_issue,gsm,hair,identity_type,image,join_name,origin,page_id,powers,publisher,real_name,sex,teams,year
6705,None,Bad Characters,Living Characters,1,,63882,Killer Queen,1,Member of the Chess Set,,Jun-93,,White Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/893708-killerqueen.jpg,killer_queen_jun_93,Human,62450,,MARVEL Comics,None,Female Characters,Chess Set,1993
6706,Killspree,Bad Characters,Living Characters,1,,11917,Killjoy,14,"Killjoy is a mutant mercenary and member of Weapon PRIME, he has also gone by the name Killspree.",,May-93,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/192725-61389-killjoy.jpg,killjoy_may_93,Mutant,238974,,MARVEL Comics,None,Male Characters,Weapon P.R.I.M.E.,1993
6707,None,Bad Characters,Living Characters,1,,63883,King Coal,1,Member of the Chess Set,White Eyes,Jun-93,,Bald,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/893709-king.jpg,king_coal_jun_93,Human,62448,,MARVEL Comics,None,Male Characters,Chess Set,1993
6708,None,,Living Characters,1,,59661,Lisa Beckman,2,Lisa Beckman was a young girl that was sexually abused and eventually murdered by her father. Her spirit got into contact with Daimian Hellstrom,,Sep-93,,,,https://comicvine.gamespot.com/api/image/scale_large/4953543-he.gif,lisa_beckman_sep_93,Other,709654,,MARVEL Comics,Lisa Beckman,Female Characters,,1993
6709,Lou,,Living Characters,1,,84275,Louis Banque,3,Director of Direct Directions in a genetic research facility,Red Eyes,Aug-93,,Brown Hair,,https://comicvine.gamespot.com/api/image/scale_large/2491357-fatalswipe.jpg,louis_banque_aug_93,Human,30185,,MARVEL Comics,None,Male Characters,,1993
6710,None,Bad Characters,Living Characters,1,,57421,Megataur,3,Deviant Mutate and servant of the Mole Man. ,Red Eyes,Dec-93,,No Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/530586-megataur1.jpg,megataur_dec_93,Other,491878,,MARVEL Comics,None,Male Characters,Deviants,1993
6711,None,,Living Characters,1,,65590,Mitchell Chambers,2,"Mutated with rat, bear, coyote, and wolf DNA. First appeared in Spider-Man/Punisher/Sabertooth: Designer Genes.",,Jun-93,,,,https://comicvine.gamespot.com/api/image/scale_large/1720945-chambers1.jpg,mitchell_chambers_jun_93,Human,19566,,MARVEL Comics,None,Male Characters,,1993
6712,None,Bad Characters,Living Characters,1,,18570,Monstrosity,3,,,Oct-93,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/608841-monstr1.gif,monstrosity_oct_93,Other,560518,,MARVEL Comics,None,Male Characters,,1993
6713,Thief,Bad Characters,Living Characters,1,,60679,Osaku,14,Russian female descendent of the Tsars and member of Snakeroot. She also tried to kill Black Widow after she defected to America.,,Aug-93,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/738597-osaku.jpg,osaku_aug_93,Human,557921,,MARVEL Comics,Karla,Male Characters,Snakeroot; The Hand,1993
6714,None,Bad Characters,Living Characters,1,,70020,Over-Knight,1,Over-Knight is a member of the Chess Set and would come into conflict with members of Alpha Flight. ,,Jun-93,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1162083-ok1.jpg,over-knight_jun_93,Human,62446,,MARVEL Comics,None,Male Characters,Chess Set,1993
6715,Master of the Universe Beyond the Door,Bad Characters,Living Characters,1,,42920,Raksasa,3,"Raksasa is a demon that was called on by Dr. Demonicus, but instead took control him him and several of the other Pacific Overlords",Red Eyes,May-93,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/191116-106653-raksasa.jpg,raksasa_may_93,Other,560550,,MARVEL Comics,None,Male Characters,Pacific Overlords,1993
6716,None,Bad Characters,Living Characters,1,,57982,Rigor Mortis,2,Ghost Rider villainess who controls gigantic worm-like creatures. She was buried beneath Cypress Hill cemetary.,,Sep-93,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/579940-rmortis.jpg,rigor_mortis_sep_93,,560623,,MARVEL Comics,None,Male Characters,,1993
6717,None,Bad Characters,Living Characters,1,,59532,Robin Ronalds,5, ,Blue Eyes,May-93,,Brown Hair,,https://comicvine.gamespot.com/api/image/scale_large/684824-robinronalds_01.jpg,robin_ronalds_may_93,Human,28321,,MARVEL Comics,None,Female Characters,,1993
6718,None,Bad Characters,Living Characters,1,,48071,Sammael,2,,,Oct-93,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/328303-114101-sammael.jpg,sammael_oct_93,Other,20968,,MARVEL Comics,None,Male Characters,,1993
6719,None,,Living Characters,1,,15677,Samson Rourke,1,,,May-93,,,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6373148-blank.png,samson_rourke_may_93,,658857,,MARVEL Comics,None,,,1993
6720,Sarah Harrington,,Living Characters,1,,26535,Sara Harrington,8,A Daily Bugle reporter who has discovered Daredevil's identity,Blue Eyes,Aug-93,,Red Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/3805161-saraharrington.jpg,sara_harrington_aug_93,Human,692048,,MARVEL Comics,Sara Harrington,Female Characters,Daily Bugle,1993
6721,None,Bad Characters,Living Characters,1,,46387,Skitter,1,,,Dec-93,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1703399-skitter.jpg,skitter_dec_93,Human,335361,,MARVEL Comics,None,Male Characters,Lilin,1993
6722,Spit Fire,Bad Characters,Living Characters,1,,49943,SpitFire,1,,,Dec-93,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1703436-spitfire.jpg,spitfire_dec_93,Other,335385,,MARVEL Comics,None,,Lilin,1993
6723,None,Bad Characters,Living Characters,1,,14768,Succubus,15,"A mutant menace that was recruited by the new X-Force's teamleader, Coach. She was hired to kill of some members of the X-force, but failed to do so and was killed.
 ",Green Eyes,Apr-93,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/261450-59202-succubus.jpg,succubus_apr_93,Mutant,308691,,MARVEL Comics,None,Female Characters,,1993
6724,None,,Living Characters,1,,59631,Tessa,1,A Vampire based in New York near Central Park.  (Not the same as Tessa/Sage of the Hellfire Club and later X-Men.),Red Eyes,Jul-93,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/690499-tessa_vampire_01.jpg,tessa_jul_93,Infection,19332,,MARVEL Comics,Tessa,Female Characters,Vampires,1993
6725,None,Bad Characters,Living Characters,1,,57984,Wanderer,1,Ex-CIA  operative turned night hunter. A former partner of Night Terror.,Brown Eyes,Sep-93,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/579993-wanderer.jpg,wanderer_sep_93,,511185,,MARVEL Comics,None,Male Characters,,1993
6726,None,Bad Characters,Living Characters,1,,2122,Weapon Y,1,A supervillain who tried to destroy Fabian Nicieza at a New York City Comic-Con for writing a story in which he was defeated by the New Warriors.,,May-93,,Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1786721-weapon_y.jpg,weapon_y_may_93,Human,84746,,MARVEL Comics,None,Male Characters,,1993
6727,None,Bad Characters,Deceased Characters,1,,60640,Wilhelm Schultz,1, A Nazi war criminal,,Feb-93,,White Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/737262-schultzw1.jpg,wilhelm_schultz_feb_93,Human,528983,,MARVEL Comics,Wilhelm Schultz ,Male Characters,National Front,1993
6728,Granter of Wishes,Bad Characters,Living Characters,1,,62838,Wish-Demon,2,Demonic Creation of Elder-God Chthon,Yellow Eyes,May-93,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/837293-wishdemon1.jpg,wish-demon_may_93,God/Eternal,560960,,MARVEL Comics, ,,,1993
6729,Spider God,Bad Characters,Living Characters,1,,60668,Zath,3, ,,Mar-93,,,,https://comicvine.gamespot.com/api/image/scale_large/738582-zath.h12.gif,zath_mar_93,God/Eternal,477628,,MARVEL Comics,None,,Dancers of Zath,1993
6730,One-Oh-Seven,Neutral Characters,Living Characters,1,,63555,107,1,Agent of  the Adrenamix Corporation who has prodigious size and strength .,Green Eyes,Nov-94,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/878452-107__28earth_616_29.jpg,107_nov_94,Human,116257,,MARVEL Comics,unknown,Male Characters,Psigns of the Times,1994
6731,None,Bad Characters,Living Characters,1,,60243,14,1,"Agent of the the Adrenamix Corporation that can secrete a sticky resin as streams or tendrils to wrap or bind others. 
",,Nov-94,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/721154-14.jpg,14_nov_94,Human,116253,,MARVEL Comics,None,Female Characters,Psigns of the Times,1994
6732,66,Neutral Characters,Living Characters,1,,63554,99,1,"Agent of the  Adrenamix Corporation that could alter perceptions. 
",Blue Eyes,Nov-94,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/878446-99__28earth_616_29.jpg,99_nov_94,Human,116255,,MARVEL Comics,None,Male Characters,Psigns of the Times,1994
6733,None,,Living Characters,1,,148100,Armada,1,Robot enemy of Nova (Richard Rider),,Nov-94,,,,https://comicvine.gamespot.com/api/image/scale_large/6432645-armada_%28android%29_%28earth-616%29_from_nova_vol_2_11_0001%5B1%5D.png,armada_nov_94,Robot,387376,,MARVEL Comics,None,,,1994
6734,None,Bad Characters,Living Characters,1,,15255,Battlescar,1,A member of 1400 club. He was ordered to new 1400 leader to kill his ex-leader Foreigner. ,,Mar-94,,Black Hair,,https://comicvine.gamespot.com/api/image/scale_large/646782-battlescar.jpg,battlescar_mar_94,Human,635468,,MARVEL Comics,None,Male Characters,Foreigner's Death Squad,1994
6735,None,Bad Characters,Living Characters,1,,26033,Bond,8,Servant of Candra.,,Dec-94,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/2554184-bond_01.png,bond_dec_94,,16288,,MARVEL Comics,None,Male Characters,,1994
6736,None,,Living Characters,1,,26118,Brick,2,A member of the Phallanx.,,Oct-94,,,,https://comicvine.gamespot.com/api/image/scale_large/6218606-brick.jpg,brick_oct_94,Alien,30020,,MARVEL Comics,None,,,1994
6737,None,Neutral Characters,Living Characters,1,,26321,Dantella,1,An alien warrior the X-men encountered during a mission in outer space.,,Jun-94,,Blond Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/624101-dantella_01.jpg,dantella_jun_94,Alien,29842,,MARVEL Comics,None,Female Characters,Kree,1994
6738,None,Bad Characters,Living Characters,1,,59893,Daze,1,"As an operative of the criminal organization known as the Fold, Daze hypnotizes several sleeper agents to be ready for activation at his command.",Green Eyes,Jun-94,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/702032-dazewosm2.jpg,daze_jun_94,Mutant,640855,,MARVEL Comics,None,Male Characters,,1994
6739,None,Bad Characters,Living Characters,1,,59895,Deathcharge,1, ,Blue Eyes,Jul-94,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/702045-deathc6.gif,deathcharge_jul_94,Human,505988,,MARVEL Comics,None,Male Characters,Atlanteans,1994
6740,Dog-boy,Bad Characters,Living Characters,1,,59004,Doggerel,6, A rhyming and loyal dog-shaped Netherdemon,Red Eyes,Dec-94,,No Hair,,https://comicvine.gamespot.com/api/image/scale_large/658537-doggerel.jpg,doggerel_dec_94,Other,560198,,MARVEL Comics,Doggerel ,Male Characters,Demons of the Realm of Madness,1994
6741,None,,Living Characters,1,,26119,Dymphna,2,A member of the Phalanx.,,Oct-94,,,,https://comicvine.gamespot.com/api/image/scale_large/6218605-dymphna.jpg,dymphna_oct_94,Alien,30021,,MARVEL Comics,None,Female Characters,,1994
6742,None,,Deceased Characters,1,,144704,Egon,1,A member of the Phalanx that attacks Muir Island.,,Sep-94,,,,https://comicvine.gamespot.com/api/image/scale_large/6195265-egon.jpg,egon_sep_94,Alien,46365,,MARVEL Comics,None,Male Characters,Phalanx,1994
6743,Captain Universe,Good Characters,Living Characters,1,,69782,Elijah Jackson,2,Elijah Jackson was once a famous Baseball star who was stricken by an incurable disease that left him in a vegetative state. Elijah also once wielded the Uni-Power of Captain Universe.,Black Eyes,Feb-94,,White Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/131055-193155-captain-universe.jpg,elijah_jackson_feb_94,Human,171434,,MARVEL Comics,Elijah Jackson,Male Characters,,1994
6744,None,Bad Characters,Deceased Characters,1,,32818,Equius,1,,,Jun-94,,Grey Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6373148-blank.png,equius_jun_94,,258384,,MARVEL Comics,None,Male Characters,New Men,1994
6745,He-Who-Is-Only-Half,Bad Characters,Living Characters,1,,62928,Exile,5,Citizen of the Realm of Exiles ,Red Eyes,Dec-94,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/844907-exilenightmare1.jpg,exile_dec_94,God/Eternal,560204,,MARVEL Comics,None,Male Characters,,1994
6746,None,Neutral Characters,Living Characters,1,,92363,Figillulli,1,Figillulli is one of the beings that showed up for the Galactic Marathon.,,May-94,,No Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/3303477-figillulli.jpg,figillulli_may_94,Alien,725178,,MARVEL Comics,Figillulli,,Fomalhauti,1994
6747,None,Bad Characters,Living Characters,1,,2102,Flashburn,1,,,Nov-94,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/324750-62694-flashburn.jpg,flashburn_nov_94,Human,89201,,MARVEL Comics,None,Male Characters,,1994
6748,None,Bad Characters,Living Characters,1,,57353,Fooferah,1, ,,May-94,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/527264-foofreah.gif,fooferah_may_94,Alien,725174,,MARVEL Comics,None,Male Characters,,1994
6749,None,Good Characters,Living Characters,1,,14248,Foundry,13,"Foundry is a member of the Avatars, a group of beings in service to the Mandarin.",,Jan-94,,White Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1853447-foundry_heroesforhire_1.jpg,foundry_jan_94,Other,30350,,MARVEL Comics,None,Female Characters,The Avatars,1994
6750,None,Bad Characters,Living Characters,1,,150195,Frank Cortese,1,Contract killer who worked for Mister C to protect him from Spider-Man.,,Apr-94,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6560071-frank_cortese_%28earth-616%29%5B1%5D.png,frank_cortese_apr_94,Human,636410,,MARVEL Comics,None,Male Characters,,1994
6751,None,Bad Characters,Living Characters,1,,57355,Gale,1,Spider-Man foe,,Jun-94,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/527289-gale1.jpg,gale_jun_94,Human,78023,,MARVEL Comics,None,Female Characters,,1994
6752,Colonol Cord-Becker,Good Characters,Deceased Characters,1,,131415,Gayle Cord-Becker,1,,Blue Eyes,Sep-94,,Brown Hair,,https://comicvine.gamespot.com/api/image/scale_large/5326295-scan%203.jpeg,gayle_cord-becker_sep_94,,300304,,MARVEL Comics,None,Female Characters,,1994
6753,None,Bad Characters,Living Characters,1,,26085,Hoarfen,4,"Hoarfen is a gigantic wolf, apparently made from ice. His eyes are different colors and he speaks in a jagged voice.",White Eyes,Oct-94,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/323696-72616-hoarfen.jpg,hoarfen_oct_94,God/Eternal,469216,,MARVEL Comics,Hoarfen,Male Characters,Asgardian Gods,1994
6754,None,Bad Characters,Living Characters,1,,58067,Janissary,1,Hi-Tech mercenary,,Jul-94,,,,https://comicvine.gamespot.com/api/image/scale_large/586771-janissarycrys1.jpg,janissary_jul_94,Human,550178,,MARVEL Comics,None,Male Characters,,1994
6755,None,,Living Characters,1,,99035,Kenny Brown,2,He is a photographer who works in the Daily Bugle.,,Aug-94,,,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/3680796-img017.jpg,kenny_brown_aug_94,Human,116759,,MARVEL Comics,Kenny Brown,Male Characters,Daily Bugle,1994
6756,None,Bad Characters,Deceased Characters,1,,144702,Larissa,1,A member of the Phalanx that attacks Muir Island.,,Sep-94,,,,https://comicvine.gamespot.com/api/image/scale_large/6195261-larissa.jpg,larissa_sep_94,Alien,46364,,MARVEL Comics,None,Female Characters,Phalanx,1994
6757,None,,Living Characters,1,,57739,Malakii,1,Malakii is the Leader of the Kree Resistance,,Jun-94,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/561931-malakii_01.jpg,malakii_jun_94,,29884,,MARVEL Comics,None,Male Characters,Kree,1994
6758,None,Good Characters,Living Characters,1,,99928,Max Belmonde,1,Max is Raymonde Belmonde's nephew and a friend of Jean-Paul Beaubier.,,Apr-94,,,,https://comicvine.gamespot.com/api/image/scale_large/3715771-max.jpg,max_belmonde_apr_94,Human,93356,,MARVEL Comics,None,Male Characters,,1994
6759,None,,Deceased Characters,1,,144703,Nkotha,1,A member of the Phalanx that attacks Muir Island.,,Sep-94,,,,https://comicvine.gamespot.com/api/image/scale_large/6195268-nkotha.jpg,nkotha_sep_94,Alien,46366,,MARVEL Comics,None,Male Characters,Phalanx,1994
6760,The Widow Maker,Bad Characters,Living Characters,1,,71510,Olik,2,Older brother of Ulik and a troll combatant,,Jan-94,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/1261638-olik.jpg,olik_jan_94,Other,462485,,MARVEL Comics,Olik,Male Characters,Rock Trolls,1994
6761,AIM Agent MST-3K; Her; Kismet,,Living Characters,1,,95361,Paragon,1,AIM Adaptoid who helped the Enclave to capture Her. Later transformed itself into a duplicate of Her.,,Apr-94,,,,https://comicvine.gamespot.com/api/image/scale_large/3494772-paragon.jpg,paragon_apr_94,Robot,339922,,MARVEL Comics,None,Male Characters,Adaptoids; Enclave,1994
6762,None,Bad Characters,Living Characters,1,,48537,Pavane,1,Pavana is a mutant from Transia who grew up with Quicksilver and Scarlet Witch. Quicksilver avoided Pavane because of his crush for Pietro's sister Wanda.,,Aug-94,,Brown Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/230942-64346-pavane.JPG,pavane_aug_94,Mutant,79466,,MARVEL Comics,None,Male Characters,,1994
6763,None,Good Characters,Living Characters,1,,25914,Peacekeeper,5,"A retired vigilante who now protects the Underground Society, of New York.",,Oct-94,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/800839-peacekeeper.png,peacekeeper_oct_94,Human,746429,,MARVEL Comics,Joshua,Male Characters,,1994
6764,"Raphael Suarez
Laserfist",Good Characters,Living Characters,1,,11861,Raphael Suarez,5,An engineering student who accidentally received Lyja's Laserfist powers.,,Jun-94,,Brown Hair,,https://comicvine.gamespot.com/api/image/scale_large/110301-123230-raphael-suarez.jpg,raphael_suarez_jun_94,Human,16095,,MARVEL Comics,Raphael Suarez,Male Characters,,1994
6765,Cheryl Gates,Neutral Characters,Living Characters,1,,65658,Raving Beauty,3,"Cheryl Gates was a former actress turned drug addict who reformed herself, developing excellent and brutal hand-to-hand fighting skills, and knew how to accurately fire various guns.",,Nov-94,,Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6203854-pun96.jpg,raving_beauty_nov_94,Human,748203,,MARVEL Comics,Cheryl Gates,Female Characters,,1994
6766,None,Bad Characters,Living Characters,1,,26084,Siingard,2,A powerful Frost Giant.,Grey Eyes,Oct-94,,White Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/509687-si1.jpg,siingard_oct_94,God/Eternal,469217,,MARVEL Comics,None,Male Characters,,1994
6767,None,Bad Characters,Living Characters,1,,53132,Soul Slug,1,A creature created by Abysss,Black Eyes,Mar-94,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/346350-44833-soul-slug.PNG,soul_slug_mar_94,Other,707011,,MARVEL Comics,None,Agender Characters,,1994
6768,None,Good Characters,Living Characters,1,,66950,Sporr,1,Sporr is an Inhuman that has the ability to create duplicates of itself by binary fission.,,Jul-94,,No Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/998890-sp1.jpg,sporr_jul_94,Other,495617,,MARVEL Comics,Sporr,Male Characters,Inhumans,1994
6769,None,Bad Characters,Living Characters,1,,57993,Terrigene,1,Crystal foe. Could fly and project energy blasts,Blue Eyes,Jul-94,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/580031-terrigenecrys1.jpg,terrigene_jul_94,,550177,,MARVEL Comics,None,Female Characters,,1994
6770,Tony,,Living Characters,1,,16109,Tony Reeves,1,Tony Reeves is a photographer for the Daily Bugle,,Aug-94,,,,https://comicvine.gamespot.com/api/image/scale_large/6373148-blank.png,tony_reeves_aug_94,Human,116796,,MARVEL Comics,Anthony Reeves,Male Characters,Daily Bugle,1994
6771,None,Good Characters,Deceased Characters,1,,60686,Truthsayer,1, ,Blue Eyes,Jan-94,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/738606-truths1.gif,truthsayer_jan_94,,30348,,MARVEL Comics,None,Female Characters,The Blood,1994
6772,None,Bad Characters,Living Characters,1,,71131,Turmoil,2,Turmoil is a member of the Avatars and servant of the Mandarin. ,Blue Eyes,Dec-94,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1229180-tur1.jpg,turmoil_dec_94,Human,84871,,MARVEL Comics,None,Male Characters,The Avatars,1994
6773,None,,Living Characters,1,,101686,Vickie Danner,1,Vickie is the correspondent of Daily Bugle in Washington D.C.,Blue Eyes,Oct-94,,Blond Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/3803063-img009.jpg,vickie_danner_oct_94,Human,19224,,MARVEL Comics,Vickie Danner,Female Characters,Daily Bugle,1994
6774,None,,Deceased Characters,1,,26320,Visog,1,,,Jun-94,,Black Hair,,https://comicvine.gamespot.com/api/image/scale_large/2381632-visog__earth_616_.jpg,visog_jun_94,Alien,29935,,MARVEL Comics,None,Male Characters,Kree,1994
6775,None,Bad Characters,Living Characters,1,,15254,Warzone,1,A member of 1400 club. He was ordered to new 1400 leader to kill his ex-lider Foreigner.,,Mar-94,,,,https://comicvine.gamespot.com/api/image/scale_large/646779-warzone.jpg,warzone_mar_94,Human,635467,,MARVEL Comics,None,Male Characters,Foreigner's Death Squad,1994
6776,None,Bad Characters,Living Characters,1,,136117,Webber,1,"Webber was an escape artist, a psychopath, and probably an assassin. He was declared mad by the law and was sent to the Ravencroft Institute to be studied and, possibly, cured or rehabilitated. Webber was in one of the security cells when Shriek was taken to the Institute.",,Jun-94,,Bald,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/5683989-webber_%28institute%29_%28earth-616%29.png,webber_jun_94,Human,638331,,MARVEL Comics,Webber,Male Characters,,1994
6777,None,,Living Characters,1,,57014,Anubia,2,High Priestess of Wundagore's Cult of the Jackal.,Black Eyes,Nov-95,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/607954-anubia1.jpg,anubia_nov_95,Animal,46983,,MARVEL Comics,Anubia,Female Characters,Cult Of The Jackal; New Men,1995
6778,None,,Living Characters,1,,13385,Batal,2,a syrian super hero ,,Apr-95,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/237534-187797-batal.jpg,batal_apr_95,Human,65452,,MARVEL Comics,None,Male Characters,,1995
6779,None,,Living Characters,1,,58165,Buzzard,2,Evolved from a hawk by the High Evolutionary.,,Nov-95,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/591531-animenspider2.jpg,buzzard_nov_95,Animal,558339,,MARVEL Comics,Buzzard,Male Characters,Animen; New Men,1995
6780,None,Bad Characters,Living Characters,1,,60076,Caiman,2,A reptilian member of the Cult Of the Jackal.,,Nov-95,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/715443-caiman.jpg,caiman_nov_95,Animal,113952,,MARVEL Comics,Caiman,Male Characters,Cult Of The Jackal; New Men,1995
6781,"Crushtacean
",,Living Characters,1,,58166,Crushtacean,2,Evolved from a crab.,,Nov-95,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/591533-animenspider3.jpg,crushtacean_nov_95,Animal,558342,,MARVEL Comics,Crushtacean,Male Characters,Animen; New Men,1995
6782,None,Bad Characters,Living Characters,1,,35218,Daakor,3,,Red Eyes,Jan-95,,Black Hair,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/5618924-daakor_%28earth-616%29_from_nova_vol_2_13_0001.jpg,daakor_jan_95,Alien,18327,,MARVEL Comics,None,Male Characters,Aakon,1995
6783,None,,Deceased Characters,1,,73118,Dennis Hogan,10,Mutant who was infected with the Legacy Virus and was killed by mutant-haters when he tried to reach the Xavier Institute for help.,Yellow Eyes,Jul-95,,Blond Hair,,https://comicvine.gamespot.com/api/image/scale_large/1360569-dennis_hogan__earth_616_.jpg,dennis_hogan_jul_95,Mutant,16502,,MARVEL Comics,Dennis Hogan,Male Characters,,1995
6784,None,,Living Characters,1,,58164,Flying Fox,2,"One of the High Evelutionary's New Men, evolved from a bat.",,Nov-95,,Grey Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/798111-flyingfox.jpg,flying_fox_nov_95,Animal,558343,,MARVEL Comics,Flying Fox,Female Characters,Animen; New Men,1995
6785,None,,Living Characters,1,,57356,Gantry,2,Leader of the Spacemen.,,Dec-95,,,,https://comicvine.gamespot.com/api/image/scale_large/930223-gantry.jpg,gantry_dec_95,Human,418166,,MARVEL Comics,None,Male Characters,Spacemen,1995
6786,None,Bad Characters,Living Characters,1,,60077,Harrier,2,Cult Of The Jackal,,Nov-95,,,,https://comicvine.gamespot.com/api/image/scale_large/715447-harrier.jpg,harrier_nov_95,Animal,12819,,MARVEL Comics,Harrier ,Male Characters,Cult Of The Jackal; New Men,1995
6787,None,Good Characters,Living Characters,1,,67491,Hijiro Nguri,2,Western hero,,Nov-95,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/1032519-316px_hijiro_nguri__earth_616_.jpg,hijiro_nguri_nov_95,Human,241361,,MARVEL Comics,None,Male Characters,Sunset Riders,1995
6788,None,Good Characters,Deceased Characters,1,,85738,Impact,5,"Master ninja in the art of ""Karumi-Jutsu"", school of fighting acrobatics, he often uses the acupuncture with the goal of intensifying his senses to unnatural levels.",,Apr-95,,Red Hair,,https://comicvine.gamespot.com/api/image/scale_large/2604590-impact.jpg,impact_apr_95,Human,610652,,MARVEL Comics,None,Male Characters,Ryu Order,1995
6789,Komodo,,Living Characters,1,,58162,Komodo,2,One of the High Evolutionary's Animen.,,Nov-95,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/591524-animenspider5.jpg,komodo_nov_95,Animal,558344,,MARVEL Comics,Komodo,Male Characters,Animen; New Men,1995
6790,Komodo,Bad Characters,Living Characters,,,58162,Komodo,2,One of the High Evolutionary's Animen.,,Nov-95,,No Hair,,https://comicvine.gamespot.com/api/image/scale_large/591524-animenspider5.jpg,komodo_nov_95,Animal,113949,,MARVEL Comics,Komodo,Male Characters,Animen; New Men,1995
6791,None,,Living Characters,1,,85740,Lynch,5,"Master ninja in the art of ""Hojo-Jutsu"", art of binding using ropes and wires.",,Apr-95,,Black Hair,,https://comicvine.gamespot.com/api/image/scale_large/2604620-lynch.jpg,lynch_apr_95,Human,665009,,MARVEL Comics,None,Male Characters,Ryu Order,1995
6792,None,,Living Characters,1,,85737,Masquerade,5,"Master ninja in the art of ""Hengen-Kashi"", school of disguise, and the martial art of ""Koppo"" (bonebreaking).",,Apr-95,,,,https://comicvine.gamespot.com/api/image/scale_large/2604569-masquerade.jpg,masquerade_apr_95,Human,665012,,MARVEL Comics,None,Male Characters,Ryu Order,1995
